English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Premiered Season,Premiered Year
Super Lovers,6.83,"Boys Love, Comedy, Drama",TV,"DAX Production, Nippon Columbia, Kadokawa",Studio Deen,4735.0,1496,1061,75449.0,140747,63.536485140545615,spring,2016
Fate/kaleid liner Prisma Illya 3rei!!,7.5,"Action, Comedy, Fantasy",TV,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Tokyo MX, Kadokawa Media House, Plus One",SILVER LINK.,1703.0,1666,315,61611.0,123345,62.48643545895913,summer,2016
Rewrite,6.65,"Action, Comedy, Romance, Supernatural",TV,"Aniplex, Mainichi Broadcasting System, Movic, Visual Arts, Magic Capsule, ASCII Media Works, Bushiroad, Tokyo MX, BS11, Lawson",8bit,5611.0,1098,589,87589.0,204029,64.71608427172579,summer,2016
The Seven Deadly Sins: Signs of Holy War,6.98,"Action, Adventure, Fantasy",TV,"Aniplex, Dentsu, Kodansha, Movic",A-1 Pictures,4074.0,271,790,416947.0,689430,80.20840840922709,summer,2016
Pretty Guardian Sailor Moon Crystal Season III,7.75,"Fantasy, Romance",TV,"Starchild Records, Kodansha",Toei Animation,1024.0,2698,348,26967.0,57778,54.845560644249446,spring,2016
The Asterisk War Season 2,7.0,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi",TV,"Aniplex, Animax, Movic, flying DOG, Bandai Namco Entertainment, Asahi Broadcasting",A-1 Pictures,4011.0,505,760,247507.0,421051,75.21365595627364,spring,2016
Magi: Adventure of Sinbad,7.85,"Action, Adventure, Fantasy",TV,"Aniplex, Mainichi Broadcasting System, Shogakukan",Lay-duce,825.0,447,1520,251206.0,463894,76.46015871919283,spring,2016
Bottom Biting Bug 4,5.14,Comedy,TV,"NHK, Sound Team Don Juan",Kinema Citrus,11696.0,14352,1,220.0,589,4.590696355763519,fall,2015
Alderamin on the Sky,7.65,"Action, Adventure, Fantasy",TV,"Magic Capsule, Warner Bros. Japan, KlockWorx, ASCII Media Works, BS Fuji, Imagine",Madhouse,1261.0,719,1384,155206.0,308870,71.57452705575149,summer,2016
Active Raid,5.85,"Comedy, Sci-Fi",TV,"Sotsu, Magic Capsule, flying DOG, Fields",Production IMS,9469.0,2683,53,21442.0,58269,49.92927941193754,winter,2016
Mahou Shoujo Nante Mouiidesukara,5.92,Comedy,TV,"Earth Star Entertainment, F.M.F",PINE JAM,9180.0,4055,19,11813.0,26212,44.30287606447791,winter,2016
Kiznaiver,7.38,"Drama, Romance, Sci-Fi",TV,"Aniplex, Movic, Ultra Super Pictures, Sammy, Asahi Broadcasting, BS11, Crunchyroll",Trigger,2151.0,254,4860,346283.0,712543,78.956703274198,spring,2016
