English name,Score,Genres,Type,Aired,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Aired_Year,Start Month,Season
Hunter x Hunter,8.41,"Action, Adventure, Fantasy",TV,"Oct 16, 1999 to Mar 31, 2001",Fuji TV,Nippon Animation,170.0,357,10442,275467.0,564771,78.91487753886963,1999,Oct,Fall
UNKNOWN,8.31,"Action, Adventure, Fantasy",OVA,"Jan 17, 2002 to Apr 17, 2002",UNKNOWN,Nippon Animation,239.0,1673,395,64101.0,122636,65.34041583891256,2002,Jan,Winter
UNKNOWN,8.18,"Action, Adventure, Fantasy",OVA,"Feb 5, 2003 to Apr 16, 2003",UNKNOWN,Nippon Animation,374.0,1429,284,82653.0,150175,67.5421422104449,2003,Feb,Spring
UNKNOWN,8.25,"Action, Adventure, Fantasy",OVA,"Mar 3, 2004 to Aug 18, 2004",UNKNOWN,Nippon Animation,298.0,1506,238,75642.0,139464,66.80228795248601,2004,Mar,Spring
Jinki: Extend,6.1,Sci-Fi,TV,"Jan 6, 2005 to Mar 24, 2005","TV Asahi, GANSIS",feel.,8385.0,5723,11,4233.0,11401,37.3904304556299,2005,Jan,Winter
UNKNOWN,7.46,"Action, Drama, Mystery, Romance, Supernatural",TV,"Feb 13, 1999 to Jan 29, 2000",Toei Advertising,Toei Animation,1847.0,2764,496,27792.0,54889,56.62659620929765,1999,Feb,Spring
Destiny of the Shrine Maiden,6.81,"Drama, Girls Love, Romance, Supernatural",TV,"Oct 2, 2004 to Dec 18, 2004","Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment",TNK,4801.0,2436,701,29746.0,69192,56.41220077471784,2004,Oct,Fall
UNKNOWN,7.07,"Drama, Romance, Supernatural",TV,"Jan 31, 2002 to Mar 28, 2002","Movic, Fuji TV, Fujipacific Music",Toei Animation,3669.0,2542,220,26704.0,64293,55.76197389130296,2002,Jan,Winter
His and Her Circumstances,7.59,"Comedy, Drama, Romance",TV,"Oct 2, 1998 to Mar 26, 1999","TV Tokyo, GANSIS","Gainax, J.C.Staff",1402.0,1023,2517,78310.0,220497,66.3524011532947,1998,Oct,Fall
This Ugly Yet Beautiful World,6.71,"Comedy, Drama, Romance, Sci-Fi, Ecchi",TV,"Apr 2, 2004 to Jun 18, 2004","Geneon Universal Entertainment, TBS, Rondo Robe, Movic","Gainax, Shaft",5291.0,2647,151,28382.0,59737,55.842131429439924,2004,Apr,Spring
Rumbling Hearts,7.18,"Drama, Romance",TV,"Oct 5, 2003 to Jan 4, 2004","Lantis, Media Factory, Age",Studio Fantasia,3122.0,1511,1048,67615.0,139156,64.48354265282217,2003,Oct,Fall
Diamond Daydreams,6.56,"Drama, Romance",TV,"Jan 20, 2004 to Apr 5, 2004",UNKNOWN,Studio Deen,6039.0,6300,10,2671.0,9050,33.809854842682284,2004,Jan,Winter
Loveless,6.76,"Action, Boys Love, Drama, Mystery, Supernatural",TV,"Apr 7, 2005 to Jun 30, 2005","Bandai Visual, TV Asahi, Movic",J.C.Staff,5020.0,1526,1308,69267.0,137813,64.14982839777045,2005,Apr,Spring
Blood+,7.62,"Action, Drama, Horror, Mystery, Supernatural",TV,"Oct 8, 2005 to Sep 23, 2006","Aniplex, Mainichi Broadcasting System",Production I.G,1320.0,592,4321,156688.0,367577,72.79371627235273,2005,Oct,Fall
UNKNOWN,7.1,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",OVA,"Jul 24, 2004 to Sep 25, 2004",Toei Video,"Gainax, Toei Animation",3562.0,3925,161,10684.0,28103,47.34171176399266,2004,Jul,Summer
UNKNOWN,7.27,"Action, Sci-Fi",TV,"Oct 7, 2005 to Mar 31, 2006","TV Asahi, Sotsu Music Publishing","Gonzo, AIC",2675.0,3856,132,12371.0,29283,48.914048539686206,2005,Oct,Fall
The Twelve Kingdoms,8.02,"Action, Adventure, Fantasy",TV,"Apr 9, 2002 to Aug 30, 2003","NHK, Sogo Vision",Pierrot,566.0,1473,2403,44122.0,144333,61.56329416190615,2002,Apr,Spring
Shaman King,7.75,"Action, Adventure, Comedy, Supernatural",TV,"Jul 4, 2001 to Sep 25, 2002","TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,1020.0,612,3709,191259.0,356061,74.79103615055651,2001,Jul,Summer
X - The Movie,6.57,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural",Movie,"Aug 3, 1996","Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Madhouse,5999.0,3442,117,18218.0,36913,51.5533674553045,1996,Aug,Fall
X,7.4,"Action, Drama, Fantasy, Romance",TV,"Oct 3, 2001 to Mar 27, 2002","Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com",Madhouse,2072.0,2220,756,34617.0,80243,58.579886543299956,2001,Oct,Fall
Negima!,6.94,"Comedy, Fantasy, Romance, Supernatural, Ecchi",TV,"Jan 6, 2005 to Jun 30, 2005",Starchild Records,Xebec,4212.0,1523,494,63454.0,138093,63.583065325825295,2005,Jan,Winter
Maria Watches Over Us,7.29,"Drama, Girls Love",TV,"Jan 8, 2004 to Apr 1, 2004","Rondo Robe, TV Tokyo Music",Studio Deen,2569.0,2476,673,21053.0,67257,53.84926315065893,2004,Jan,Winter
The Melody of Oblivion,6.28,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",TV,"Apr 7, 2004 to Sep 22, 2004","Kadokawa Shoten, TBS, KENMedia","Gainax, J.C.Staff",7507.0,4748,39,6009.0,18457,40.894161073220154,2004,Apr,Spring
"Now and Then, Here and There",7.61,"Adventure, Drama, Fantasy, Sci-Fi",TV,"Oct 14, 1999 to Jan 20, 2000","Victor Entertainment, Pioneer LDC, Rakuonsha",AIC,1362.0,1514,1150,40772.0,138932,60.349528211545696,1999,Oct,Fall
Peace Maker Kurogane,7.3,"Action, Comedy",TV,"Oct 8, 2003 to Mar 24, 2004","GDH, TV Asahi, Imagica",Gonzo,2512.0,2723,276,23052.0,56677,54.699575565331905,2003,Oct,Fall
Pita-Ten,6.93,"Comedy, Fantasy, Romance",TV,"Apr 7, 2002 to Sep 29, 2002",Broccoli,Madhouse,4278.0,4280,85,10455.0,23271,46.91783484682735,2002,Apr,Spring
UNKNOWN,6.55,"Adventure, Comedy, Fantasy",TV,"Apr 3, 1999 to Sep 25, 1999",Avex Entertainment,Pierrot,6068.0,6725,23,3688.0,7750,36.774970402988366,1999,Apr,Spring
Princess Mononoke,8.67,"Action, Adventure, Award Winning, Fantasy",Movie,"Jul 12, 1997","Tokuma Shoten, Nippon Television Network",Studio Ghibli,58.0,105,20632,769154.0,1190601,88.6782694986563,1997,Jul,Summer
RahXephon,7.39,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi",TV,"Jan 21, 2002 to Sep 11, 2002","Media Factory, Victor Entertainment, Asatsu DK, Fuji TV",Bones,2108.0,1745,947,42467.0,116145,60.45476727133727,2002,Jan,Winter
Samurai 7,7.44,Sci-Fi,TV,"Jun 12, 2004 to Dec 25, 2004","GDH, Sotsu Music Publishing",Gonzo,1923.0,1618,699,61786.0,128166,63.97950861112598,2004,Jun,Summer
Scrapped Princess,7.38,"Adventure, Comedy, Drama, Fantasy, Sci-Fi",TV,"Apr 8, 2003 to Oct 7, 2003","Kadokawa Shoten, A-Line",Bones,2160.0,2016,427,37528.0,93327,59.300510008382176,2003,Apr,Spring
s-CRY-ed,7.36,"Action, Adventure, Drama, Sci-Fi",TV,"Jul 4, 2001 to Dec 26, 2001",Yomiko Advertising,Sunrise,2231.0,2204,660,38038.0,81088,59.400100635357084,2001,Jul,Summer
Lunar Legend Tsukihime,6.82,"Action, Horror, Mystery, Romance, Supernatural",TV,"Oct 10, 2003 to Dec 26, 2003","TBS, Rondo Robe, Movic",J.C.Staff,4752.0,1336,660,69815.0,163534,64.30420041794054,2003,Oct,Fall
Slam Dunk,8.54,Sports,TV,"Oct 16, 1993 to Mar 23, 1996","TV Asahi, Animax",Toei Animation,108.0,797,6879,128920.0,283226,72.04498267025235,1993,Oct,Fall
UNKNOWN,6.32,"Adventure, Drama, Fantasy",TV,"Jul 11, 2000 to Sep 26, 2000",UNKNOWN,Hal Film Maker,7306.0,7677,9,1572.0,5523,28.570811728007182,2000,Jul,Summer
UNKNOWN,7.2,"Mystery, Supernatural",TV,"Oct 6, 2004 to Mar 30, 2005","Studio Izena, MediaNet",Studio Deen,3057.0,3269,167,14062.0,40311,50.007828309964204,2004,Oct,Fall
Tenjho Tenge,6.88,"Action, Comedy, Ecchi",TV,"Apr 2, 2004 to Sep 17, 2004",TV Asahi,Madhouse,4478.0,1198,596,89121.0,184419,66.63965678406625,2004,Apr,Spring
Tokyo Underground,6.59,"Action, Adventure, Romance, Sci-Fi",TV,"Apr 2, 2002 to Sep 24, 2002",TV Tokyo Music,Pierrot,5855.0,3873,43,11503.0,28859,47.33542442817712,2002,Apr,Spring
UNKNOWN,6.09,"Adventure, Romance",OVA,"Jul 24, 2003 to Dec 26, 2003",Discovery,Seven Arcs,8439.0,7030,7,2650.0,6869,33.050491166830255,2003,Jul,Summer
Tsubasa RESERVoir CHRoNiCLE,7.52,"Action, Adventure, Fantasy, Romance",TV,"Apr 9, 2005 to Oct 15, 2005","NHK, Kodansha",Bee Train,1642.0,1009,2013,95215.0,222752,68.07183722051887,2005,Apr,Spring
Ultra Maniac,7.16,"Comedy, Romance",TV,"May 20, 2003 to Nov 11, 2003","WAO World, Studio Jack",Ashi Productions,3218.0,3645,124,13581.0,32480,49.63498424389628,2003,May,Summer
UNKNOWN,6.62,"Comedy, Romance",OVA,"Aug 6, 2002",UNKNOWN,Ashi Productions,5712.0,7653,3,2389.0,5554,32.86361927971666,2002,Aug,Fall
Vandread,7.17,"Action, Sci-Fi, Ecchi",TV,"Oct 3, 2000 to Dec 19, 2000","GDH, Dentsu, Media Factory",Gonzo,3210.0,2168,421,43135.0,82637,60.31980831218469,2000,Oct,Fall
Vandread: The Second Stage,7.39,"Action, Sci-Fi, Ecchi",TV,"Oct 5, 2001 to Jan 18, 2002","GDH, Dentsu, Media Factory",Gonzo,2113.0,2824,114,31301.0,52908,57.63753363574941,2001,Oct,Fall
The Vision of Escaflowne,7.67,"Adventure, Fantasy, Romance",TV,"Apr 2, 1996 to Sep 24, 1996","TV Tokyo, Bandai Visual",Sunrise,1195.0,1422,2069,64352.0,150794,64.63642357096603,1996,Apr,Spring
UNKNOWN,7.39,Sports,TV,"May 6, 2002 to Feb 3, 2003",Marvelous,Studio Comet,2114.0,5224,90,6650.0,14263,43.333093006163544,2002,May,Summer
UNKNOWN,6.32,"Action, Sci-Fi",TV,"Jan 6, 2005 to Mar 24, 2005",Happinet Pictures,Toei Animation,7254.0,4561,44,8308.0,20156,43.94434685126866,2005,Jan,Winter
Initial D First Stage,8.33,"Action, Drama",TV,"Apr 19, 1998 to Dec 6, 1998","OB Planning, Fuji TV","Gallop, Studio Comet",224.0,616,11157,177466.0,353680,74.76629801176743,1998,Apr,Spring
Initial D Second Stage,8.16,"Action, Drama",TV,"Oct 15, 1999 to Jan 21, 2000","OB Planning, Fuji TV",Pastel,394.0,1106,996,124975.0,202885,71.33766310482015,1999,Oct,Fall
UNKNOWN,7.9,"Action, Drama, Romance",Movie,"Jan 13, 2001",OB Planning,Studio Deen,735.0,1308,629,104550.0,167970,69.39075269351449,2001,Jan,Winter
Love Hina,7.1,"Comedy, Romance, Ecchi",TV,"Apr 19, 2000 to Sep 27, 2000","TV Tokyo, Yomiko Advertising",Xebec,3554.0,864,1459,133865.0,259281,70.68726428501121,2000,Apr,Spring
Love Hina Again,7.21,"Comedy, Drama, Romance, Ecchi",OVA,"Jan 26, 2002 to Mar 27, 2002","Starchild Records, Audio Tanaka",Xebec,2960.0,2153,84,51071.0,84091,61.93072413181238,2002,Jan,Winter
Love Hina Christmas Movie,7.31,"Comedy, Romance",Special,"Dec 25, 2000","TV Tokyo, Yomiko Advertising",Xebec,2487.0,2704,43,35436.0,57393,58.68282004607744,2000,Dec,Winter
Love Hina Spring Movie,7.18,"Adventure, Comedy, Romance",Special,"Apr 2, 2001","TV Tokyo, Yomiko Advertising",Xebec,3128.0,2850,17,31476.0,52165,57.422803686440794,2001,Apr,Spring
Maburaho,6.74,"Comedy, Drama, Romance, Ecchi",TV,"Oct 14, 2003 to Apr 6, 2004","Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",J.C.Staff,5134.0,1989,217,48136.0,95727,60.761677879644715,2003,Oct,Fall
Macross Zero,7.51,"Action, Adventure, Sci-Fi",OVA,"Dec 21, 2002 to Oct 20, 2004",Bandai Visual,Satelight,1678.0,3377,122,18988.0,38122,53.17049356365552,2002,Dec,Winter
Please Teacher!,7.11,"Drama, Romance, Sci-Fi",TV,"Jan 10, 2002 to Mar 28, 2002","Bandai Visual, Genco",Daume,3494.0,1283,941,93590.0,172570,67.39515196019113,2002,Jan,Winter
Please Twins!,6.82,"Comedy, Drama, Sci-Fi",TV,"Jul 15, 2003 to Oct 14, 2003","Bandai Visual, Genco, Lantis",Daume,4745.0,2112,187,49139.0,87715,61.061080887418,2003,Jul,Summer
UNKNOWN,6.51,"Comedy, Romance, Sci-Fi, Ecchi",TV,"Apr 3, 2002 to Dec 22, 2002",m.o.e.,"Madhouse, Imagin",6339.0,4167,47,10404.0,24637,46.29534111816045,2002,Apr,Spring
Speed Grapher,7.31,"Action, Mystery",TV,"Apr 8, 2005 to Sep 30, 2005","TV Asahi, WAO World, TAP",Gonzo,2504.0,1817,586,40298.0,110219,59.870131991391276,2005,Apr,Spring
Spirited Away,8.78,"Adventure, Award Winning, Supernatural",Movie,"Jul 20, 2001",Toho,Studio Ghibli,36.0,44,31139,1234780.0,1760676,93.16592122146955,2001,Jul,Summer
Cheeky Angel,7.43,"Comedy, Romance",TV,"Apr 7, 2002 to Mar 30, 2003",UNKNOWN,TMS Entertainment,1941.0,3978,149,9796.0,27245,46.95994234033695,2002,Apr,Spring
Video Girl Ai,7.2,"Comedy, Drama, Romance, Ecchi",OVA,"Mar 27, 1992 to Aug 28, 1992",Shueisha,Production I.G,3061.0,3873,138,12650.0,28878,49.03065093655603,1992,Mar,Spring
Wolf's Rain,7.8,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,"Jan 7, 2003 to Jul 29, 2003","Bandai Visual, Asatsu DK, Fuji TV",Bones,929.0,694,5636,129899.0,319198,71.27785180579258,2003,Jan,Winter
UNKNOWN,6.08,"Action, Comedy, Ecchi",TV,"Jan 9, 2004 to Mar 26, 2004",UNKNOWN,Studio Deen,8451.0,3959,31,12651.0,27542,47.4700596654954,2004,Jan,Winter
Samurai Champloo,8.51,"Action, Adventure, Comedy",TV,"May 20, 2004 to Mar 19, 2005","Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,120.0,106,36236,612643.0,1187090,86.40532339931568,2004,May,Summer
Record of Lodoss War: Chronicles of the Heroic Knight,7.13,"Action, Adventure, Drama, Fantasy, Romance",TV,"Apr 1, 1998 to Sep 30, 1998","Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,3408.0,3707,125,11148.0,31538,47.773228856852135,1998,Apr,Spring
Record of Lodoss War,7.36,"Action, Adventure, Fantasy",OVA,"Jun 30, 1990 to Nov 23, 1991","Kadokawa Shoten, TBS, Marubeni",Madhouse,2221.0,2466,599,23987.0,67678,55.14232301418282,1990,Jun,Summer
R.O.D - Read or Die,7.63,"Action, Adventure, Mystery, Sci-Fi",OVA,"May 23, 2001 to Feb 6, 2002","Aniplex, SME Visual Works",Studio Deen,1299.0,2513,332,32703.0,65589,58.33729436766548,2001,May,Summer
R.O.D -The TV-,7.53,"Action, Adventure, Comedy, Drama, Sci-Fi",TV,"Sep 1, 2003 to Mar 16, 2004","Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,1627.0,2463,410,28354.0,67805,56.897716305628656,2003,Sep,Fall
Ranma ½,7.76,"Action, Comedy, Fantasy",TV,"Apr 15, 1989 to Sep 25, 1992","Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",Studio Deen,1007.0,915,3976,117470.0,245209,70.30161887625842,1989,Apr,Spring
UNKNOWN,6.85,"Action, Adventure, Comedy, Sci-Fi",Movie,"Jun 21, 1986",Soeishinsha,APPP,4615.0,4610,123,8219.0,19646,44.588527147640136,1986,Jun,Summer
UNKNOWN,6.19,"Comedy, Romance",OVA,"Dec 18, 1999 to Oct 25, 2000",UNKNOWN,Garyuu Studio,7919.0,9879,2,996.0,2592,24.165210124879067,1999,Dec,Winter
Welcome to Pia Carrot! Sayaka's Love Story,5.81,"Comedy, Romance",Movie,"Oct 19, 2002","Bones, Geneon Universal Entertainment",I-move,9671.0,9592,1,1133.0,2878,24.770184315859378,2002,Oct,Fall
Martian Successor Nadesico,7.49,"Action, Romance, Sci-Fi",TV,"Oct 1, 1996 to Mar 25, 1997","TV Tokyo, Starchild Records, Yomiko Advertising, Audio Tanaka",Xebec,1746.0,2844,449,19385.0,52289,53.336951237864554,1996,Oct,Fall
Martian Successor Nadesico: The Prince of Darkness,6.73,"Action, Award Winning, Drama, Sci-Fi",Movie,"Aug 1, 1998","Production I.G, TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka",Xebec,5152.0,5032,32,8126.0,15786,44.32023888940507,1998,Aug,Fall
UNKNOWN,6.65,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,"Jan 4, 2004 to Mar 28, 2004","Pierrot, Shochiku, Memory-Tech, Happinet Pictures",Arms,5603.0,4413,51,8330.0,21598,44.438774535877734,2004,Jan,Winter
Dragon Ball,7.96,"Action, Adventure, Comedy, Fantasy",TV,"Feb 26, 1986 to Apr 12, 1989",Fuji TV,Toei Animation,640.0,149,14998,640286.0,989241,86.19588090082645,1986,Feb,Spring
Dragon Ball GT,6.48,"Action, Adventure, Comedy, Fantasy",TV,"Feb 7, 1996 to Nov 19, 1997",Fuji TV,Toei Animation,6466.0,327,1940,411392.0,607445,80.21119892068097,1996,Feb,Spring
Elfen Lied,7.48,"Action, Drama, Horror, Romance, Supernatural",TV,"Jul 25, 2004 to Oct 17, 2004","VAP, Genco, Studio Guts",Arms,1786.0,71,23559,851108.0,1462904,88.24989668579181,2004,Jul,Summer
FLCL,8.03,"Action, Avant Garde, Comedy, Sci-Fi",OVA,"Apr 26, 2000 to Mar 16, 2001","Starchild Records, GANSIS","Gainax, Production I.G",547.0,219,28986,418695.0,786606,82.35416451627121,2000,Apr,Spring
Hell Girl,7.61,"Horror, Mystery, Supernatural",TV,"Oct 5, 2005 to Apr 5, 2006","Aniplex, SKY Perfect Well Think",Studio Deen,1363.0,625,3082,130391.0,347632,71.08503361322828,2005,Oct,Fall
Ninja Nonsense,6.89,Comedy,TV,"Jul 10, 2004 to Sep 25, 2004","Toshiba Entertainment, Happinet Pictures",ufotable,4449.0,3565,128,15854.0,34202,50.70905254504279,2004,Jul,Summer
Air Master,6.97,"Action, Comedy",TV,"Apr 2, 2003 to Oct 1, 2003","VAP, Nippon Television Network",Toei Animation,4103.0,3403,138,15851.0,37581,50.813908674810364,2003,Apr,Spring
Shrine of the Morning Mist,6.1,"Action, Comedy, Fantasy, Supernatural",TV,"Jul 4, 2002 to Dec 26, 2002","Starchild Records, TV Tokyo Music, Shounen Gahousha","Chaos Project, GANSIS",8367.0,6714,4,2425.0,7764,32.24633205338412,2002,Jul,Summer
Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Fantasy, Romance",TV,"Apr 7, 1998 to Mar 21, 2000","NHK, Kodansha, Sogo Vision",Madhouse,390.0,507,12789,212608.0,420586,76.24429942106295,1998,Apr,Spring
UNKNOWN,7.66,"Comedy, Sci-Fi",TV,"Mar 28, 2000 to Feb 26, 2002",UNKNOWN,J.C.Staff,1243.0,4164,249,11246.0,24641,48.51616664701906,2000,Mar,Spring
UNKNOWN,6.63,"Adventure, Sports",TV,"Apr 3, 2004 to Sep 25, 2004","TV Tokyo, HoriPro",Tokyo Kids,5674.0,8558,6,1651.0,4147,29.465718372416994,2004,Apr,Spring
Case Closed,8.17,"Adventure, Comedy, Mystery",TV,"Jan 8, 1996 to ?","Yomiuri Telecasting, TMS-Kyokuchi, Shogakukan",TMS Entertainment,382.0,653,13964,154061.0,334559,73.28115668200635,1996,Jan,Winter
E's Otherwise,6.59,"Adventure, Comedy, Drama, Sci-Fi, Supernatural",TV,"Apr 1, 2003 to Sep 23, 2003",Sotsu,Pierrot,5870.0,4985,24,6890.0,16192,42.60247127049455,2003,Apr,Spring
Eureka Seven,8.06,"Adventure, Drama, Romance, Sci-Fi",TV,"Apr 17, 2005 to Apr 2, 2006","Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Productions, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,517.0,494,9028,179645.0,426718,74.5747162506399,2005,Apr,Spring
Flame of Recca,7.34,"Action, Adventure",TV,"Jul 19, 1997 to Jul 10, 1998",Fuji TV,Pierrot,2345.0,2529,251,27599.0,64991,56.41249252409199,1997,Jul,Summer
Gankutsuou: The Count of Monte Cristo,8.14,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",TV,"Oct 6, 2004 to Mar 30, 2005","GDH, TV Asahi, Media Factory, Sotsu Music Publishing",Gonzo,420.0,930,3810,72405.0,240869,66.27444929738965,2004,Oct,Fall
Genshiken,7.63,"Comedy, Slice of Life",TV,"Oct 11, 2004 to Dec 27, 2004","Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,1316.0,1271,1409,69849.0,174114,65.3450704122542,2004,Oct,Fall
Girls Bravo,6.38,"Comedy, Fantasy, Romance, Ecchi",TV,"Jul 5, 2004 to Sep 27, 2004","AIC, Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",AIC Spirits,6982.0,1466,306,70842.0,145089,63.823191427484225,2004,Jul,Summer
The Gokusen,7.41,"Comedy, Drama, Slice of Life",TV,"Jan 7, 2004 to Mar 31, 2004","VAP, Studio Jack",Madhouse,2035.0,3104,225,20625.0,44329,53.81036534015091,2004,Jan,Winter
Gravitation,6.93,"Boys Love, Comedy",TV,"Oct 4, 2000 to Jan 10, 2001",Aniplex,Studio Deen,4259.0,1729,1118,63766.0,117359,63.615043844407936,2000,Oct,Fall
Agatha Christie's Great Detectives Poirot and Marple,6.83,Mystery,TV,"Jul 4, 2004 to May 15, 2005",UNKNOWN,OLM,4696.0,6780,23,2217.0,7577,32.46202980400827,2004,Jul,Summer
Great Teacher Onizuka,8.69,Comedy,TV,"Jun 30, 1999 to Sep 17, 2000","Aniplex, Fuji TV",Pierrot,56.0,216,25287,388204.0,788251,82.38534631589589,1999,Jun,Summer
Rave Master,7.22,"Adventure, Comedy, Fantasy, Romance",TV,"Oct 13, 2001 to Sep 28, 2002","TBS, Kodansha",Studio Deen,2937.0,1965,359,40175.0,97932,59.72750291103975,2001,Oct,Fall
Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,7.0,"Fantasy, Romance",TV,"Oct 6, 2004 to Mar 30, 2005",UNKNOWN,Yumeta Company,4011.0,4208,112,7590.0,24220,44.053345691612975,2004,Oct,Fall
Strawberry 100%,6.63,"Comedy, Romance, Ecchi",TV,"Apr 6, 2005 to Jun 22, 2005",Shueisha,Madhouse,5684.0,1786,245,54129.0,112888,61.69329695503834,2005,Apr,Spring
InuYasha,7.86,"Action, Adventure, Fantasy, Romance",TV,"Oct 16, 2000 to Sep 13, 2004","Yomiuri Telecasting, Shogakukan",Sunrise,794.0,233,17881,377591.0,765524,81.20235108603146,2000,Oct,Fall
Zatch Bell!,7.54,"Adventure, Comedy, Supernatural",TV,"Apr 6, 2003 to Mar 26, 2006","Yomiko Advertising, Fuji TV",Toei Animation,1575.0,1680,1210,58828.0,122070,63.64976713760263,2003,Apr,Spring
UNKNOWN,7.63,"Adventure, Comedy, Fantasy",TV,"Apr 3, 2004 to Feb 25, 2006",NHK,Studio Deen,1293.0,1813,1337,41074.0,110465,60.44191400082609,2004,Apr,Spring
UNKNOWN,7.03,"Drama, Mystery, Supernatural",TV,"Apr 6, 2004 to Sep 28, 2004",Victor Entertainment,Bee Train,3834.0,3255,153,13166.0,40639,49.17919789092723,2004,Apr,Spring
Haré+Guu,7.81,"Comedy, Slice of Life",TV,"Apr 3, 2001 to Sep 25, 2001","Bandai Visual, Sotsu",Shin-Ei Animation,907.0,3594,402,14042.0,33383,50.74566602914858,2001,Apr,Spring
Haré+Guu Deluxe,7.79,"Comedy, Slice of Life",OVA,"Aug 25, 2002 to Jan 25, 2003",Bandai Visual,Shin-Ei Animation,941.0,5560,22,6665.0,12229,43.84067002741499,2002,Aug,Fall
UNKNOWN,7.62,"Award Winning, Comedy, Slice of Life",OVA,"Dec 21, 2003 to Jun 25, 2004",Bandai Visual,Shin-Ei Animation,1330.0,6073,13,5377.0,9889,41.653946072235215,2003,Dec,Winter
Voices of a Distant Star,7.12,"Award Winning, Drama, Romance, Sci-Fi",OVA,"Feb 2, 2002",UNKNOWN,CoMix Wave Films,3467.0,1414,528,78180.0,152141,65.74675285899123,2002,Feb,Spring
Ikki Tousen: Battle Vixens,6.39,Ecchi,TV,"Jul 30, 2003 to Oct 22, 2003","Genco, Cosmic Ray, Eye Move, Bushiroad",J.C.Staff,6925.0,1366,418,69310.0,159045,63.635761626449806,2003,Jul,Summer
UNKNOWN,6.15,"Drama, Horror",OVA,"May 25, 2003 to Feb 25, 2004","Group TAC, KENMedia",Madhouse,8106.0,4863,38,6465.0,17334,41.37643811507339,2003,May,Summer
UNKNOWN,6.6,"Comedy, Romance",OVA,"Jul 19, 2001 to May 23, 2003",KSS,"Studio Kyuuma, Venet, Chaos Project",5824.0,5696,14,4538.0,11553,38.76038141069467,2001,Jul,Summer
UNKNOWN,6.61,"Comedy, Drama, Romance",TV,"Apr 1, 2002 to Jun 30, 2002",KSS,Studio Hibari,5802.0,3951,28,11919.0,27610,47.69146808473724,2002,Apr,Spring
UNKNOWN,6.77,"Comedy, Romance",TV,"Jul 3, 2003 to Sep 28, 2003","KSS, Studio Jack",Studio Hibari,4989.0,5154,6,6340.0,14767,42.08309096916694,2003,Jul,Summer
UNKNOWN,6.76,"Comedy, Romance",OVA,"May 25, 2004 to Oct 22, 2004",KSS,Studio Ranmaru,5057.0,6204,7,4195.0,9405,38.25582597470428,2004,May,Summer
Fighting Spirit,8.76,Sports,TV,"Oct 4, 2000 to Mar 27, 2002",VAP,Madhouse,40.0,369,20143,267388.0,546859,79.01652543072824,2000,Oct,Fall
Fighting Spirit: Champion Road,8.26,Sports,Special,"Apr 18, 2003",UNKNOWN,Madhouse,284.0,1607,214,78294.0,128893,67.13168923504527,2003,Apr,Spring
UNKNOWN,8.23,Sports,OVA,"Sep 5, 2003",UNKNOWN,Madhouse,316.0,1897,173,63547.0,103049,65.17092778708461,2003,Sep,Fall
Gunparade March: A New Song for the March,6.73,"Action, Drama, Romance, Sci-Fi",TV,"Feb 6, 2003 to Apr 24, 2003","Rondo Robe, d-rights",J.C.Staff,5201.0,4978,22,6031.0,16232,41.56696829444894,2003,Feb,Spring
Gungrave,7.83,"Action, Drama, Sci-Fi",TV,"Oct 7, 2003 to Mar 30, 2004",Tohokushinsha Film Corporation,Madhouse,859.0,1203,2355,67771.0,183979,65.30511518601338,2003,Oct,Fall
Golden Boy,8.04,"Adventure, Comedy, Ecchi",OVA,"Oct 27, 1995 to Jun 28, 1996","KSS, Shueisha",APPP,536.0,576,5611,203863.0,374385,75.71962179753174,1995,Oct,Fall
