English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score
Free! - Iwatobi Swim Club,7.33,Sports,TV,"Lantis, Iwatobi High School Swimming Club, Asahi Broadcasting","Kyoto Animation, Animation Do",2399.0,225,9460,427911.0,775874,81.71295136687469
Girls und Panzer der Film,8.18,"Action, Award Winning",Movie,"Bandai Visual, Lantis, Movic, Showgate, Graphinica, Q-Tec, Hakuhodo DY Music & Pictures, Hakuhodo DY Media Partners",Actas,372.0,1917,1326,54939.0,101258,63.77051306520533
Lagrange: The Flower of Rin-ne Season 2 Specials,6.24,Comedy,Special,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG",Xebec,7696.0,9208,0,932.0,3280,23.626286834772916
"Love, Chunibyo & Other Delusions!: Heart Throb",7.55,"Comedy, Romance",TV,"Lantis, TBS",Kyoto Animation,1541.0,251,2515,431239.0,714851,82.05757713515133
"I Couldn`t Become a Hero, So I Reluctantly Decided to Get a Job",6.82,"Comedy, Fantasy, Romance, Ecchi",TV,"Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, chara-ani.com, Docomo Anime Store, Fujimi Shobo",asread.,4763.0,747,519,132865.0,297288,70.24646785799446
Kill la Kill,8.04,"Action, Comedy, Ecchi",TV,"Aniplex, Dentsu, Kadokawa Shoten, Mainichi Broadcasting System, Movic, Ultra Super Pictures, Lucent Pictures Entertainment",Trigger,539.0,51,36880,918868.0,1659060,89.62399167047553
Ace of Diamond,8.1,Sports,TV,"TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production","Production I.G, Madhouse",458.0,949,4496,111210.0,235839,70.19190405906056
Chihayafuru 2 OVA,7.02,Comedy,OVA,VAP,Madhouse,3894.0,3152,30,20550.0,43074,53.27744242172325
BlazBlue: Alter Memory,6.09,"Action, Fantasy",TV,"Lantis, Studio Mausu","Hoods Entertainment, teamKG",8392.0,2110,142,37653.0,87769,57.55703599765935
Rainbow Mountain,5.5,"Adventure, Fantasy",OVA,Shinano Kikaku,Toei Animation,10783.0,15979,1,124.0,392,3.8460219792853896
OreImo 2 Specials,6.33,"Comedy, Romance",ONA,Aniplex,A-1 Pictures,7227.0,1518,176,88937.0,138434,65.85116658373742
Arpeggio of Blue Steel -Ars Nova-,7.35,"Action, Sci-Fi",TV,"Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha",SANZIGEN,2261.0,1451,936,68253.0,147289,64.78636496009777
"Nisekoi: Liebe, Lügen & Yakuza",7.57,"Comedy, Romance",TV,"Aniplex, Mainichi Broadcasting System, Shueisha",Shaft,1455.0,120,10651,638751.0,1130526,85.70981080954007
"Wake Up, Girls!",7.0,Drama,TV,"TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company","Tatsunoko Production, Ordet",3992.0,2816,169,18811.0,53147,52.43459291205073
Love Live! School Idol Project 2,7.77,"Award Winning, Slice of Life",TV,"Bandai Visual, Lantis, Bushiroad",Sunrise,983.0,890,2748,146134.0,251532,72.3297854616346
Giovanni's Island,7.66,"Award Winning, Drama",Movie,Warner Bros. Japan,Production I.G,1245.0,3730,62,10217.0,31232,47.630036768110486
The Pilot's Love Song,7.16,"Adventure, Drama, Romance",TV,"Bandai Visual, Sotsu, DAX Production, 3xCube, ZERO-A, Sammy, NichiNare, Toppan Printing",TMS Entertainment,3217.0,1950,220,40590.0,98753,59.74534254533663
One Piece: Episode of Merry - The Tale of One More Friend,8.19,"Action, Adventure, Fantasy",Special,Fuji TV,Toei Animation,364.0,2665,76,30178.0,58827,58.249312008615064
Yo-kai Watch,6.57,"Comedy, Supernatural",TV,"TV Tokyo, Dentsu",OLM,5999.0,3797,214,13883.0,30201,49.04395461656507
Date A Live II,7.19,"Action, Romance, Sci-Fi",TV,"Kadokawa Shoten, AT-X, Nippon Columbia",Production IMS,3080.0,322,2172,379290.0,613950,80.42105544314362
Ghost in the Shell: Arise - Border 2: Ghost Whispers,7.48,Sci-Fi,Movie,"Bandai Visual, Dentsu, Kodansha, flying DOG, TOHO animation",Production I.G,1762.0,2892,46,24569.0,50561,55.513053300029675
Ghost in the Shell: Arise - Border 3: Ghost Tears,7.34,Sci-Fi,Movie,"Bandai Visual, Dentsu, Kodansha, flying DOG, TOHO animation",Production I.G,2332.0,3101,27,20534.0,44404,53.68188178167147
Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,7.43,Sci-Fi,Movie,"Bandai Visual, Dentsu, Kodansha, flying DOG, TOHO animation",Production I.G,1964.0,3271,24,17494.0,40296,52.314839278531416
My Mental Choices Are Completely Interfering With My School Romantic Comedy,7.16,"Comedy, Romance",TV,"Kadokawa Shoten, DAX Production, Studio Jack, MAGES.",Diomedéa,3261.0,540,1487,210633.0,396711,74.95084774758368
Crush Gear Turbo The Movie - Kaiservern's Ultimate Challenge,6.31,Sports,Movie,"Bandai Visual, Lantis, Toei Video",Sunrise,7364.0,12740,1,291.0,969,12.983665134835011
Attack on Titan: Since That Day,7.34,"Action, Drama",Special,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprise",Wit Studio,2350.0,1551,344,66364.0,134163,64.51461075481237
Pokémon the Series: XY,7.38,"Action, Adventure, Comedy, Fantasy",TV,TV Tokyo,OLM,2161.0,1347,539,101373.0,162609,68.47701807892747
Pupa,3.29,"Fantasy, Horror",TV,Earth Star Entertainment,Studio Deen,12671.0,1206,225,101649.0,183140,61.041695627104424
Gundam Build Fighters,7.73,"Action, Sci-Fi",TV,"TV Tokyo, Sotsu",Sunrise,1071.0,2359,636,37477.0,72449,59.71583429132305
Silver Spoon 2nd Season,8.27,Comedy,TV,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",A-1 Pictures,267.0,1492,654,87356.0,141476,68.15423311441187
Samurai Flamenco,6.88,"Action, Comedy",TV,"Aniplex, Dentsu, Movic, Fuji TV, Kyoraku Industrial Holdings, Hobibox, DeNA",Manglobe,4476.0,1614,865,47322.0,128332,60.794032724881475
Galilei Donna: Storia di tre sorelle a caccia di un mistero,6.42,"Action, Adventure, Sci-Fi",TV,"Aniplex, Dentsu, Fuji TV, Asahi Production, Kyoraku Industrial Holdings",A-1 Pictures,6761.0,2833,46,23413.0,52622,53.65684391226301
Outbreak Company,7.19,"Comedy, Fantasy",TV,"Pony Canyon, TBS, Kodansha, Movic, DAX Production",feel.,3112.0,624,896,175345.0,349770,73.29620060785196
Theatre of Darkness: Yamishibai,7.0,"Avant Garde, Horror, Supernatural",TV,TV Tokyo,ILCA,3996.0,1886,311,46141.0,104156,60.720324059019994
"Attack on Titan: Chibi Theater - Fly, Cadets, Fly!",6.6,Comedy,Special,"Production I.G, Wit Studio",Studio Moriken,5842.0,2773,75,26703.0,54585,55.126380783697485
Riddle Story of Devil,6.6,"Action, Girls Love",TV,"Mainichi Broadcasting System, Pony Canyon, DAX Production",Diomedéa,5810.0,856,1020,125079.0,261219,69.38601539952248
Little Witch Academia: The Enchanted Parade,7.75,"Adventure, Comedy, Fantasy",Movie,"Half H.P Studio, Ultra Super Pictures, TOHO animation, Good Smile Company",Trigger,1014.0,1314,318,94060.0,166643,68.23733900844097
Initial D Legend 1 Awakening,7.78,Action,Movie,"Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures, Sammy","SANZIGEN, LIDENFILMS",950.0,3511,76,17628.0,35520,52.810370080016874
Hajime No Ippo: The Fighting!,8.59,Sports,TV,"VAP, Kodansha, Nippon Television Network","Madhouse, MAPPA",86.0,926,1193,133044.0,241711,72.38966635863687
If Her Flag Breaks,6.37,"Comedy, Romance",TV,KlockWorx,Hoods Entertainment,7057.0,1163,250,88513.0,190550,65.86520685720839
Kyousougiga,7.71,"Action, Fantasy",TV,"Asatsu DK, Dwango, Sony Music Communications, Bandai Channel, Aoni Production",Toei Animation,1119.0,1195,1943,51510.0,184531,62.62892990710938
Assassination Classroom: Jump Festa 2013 Special,7.17,"Action, Comedy",Special,Kansai Telecasting,Brain's Base,3175.0,2262,432,36098.0,77785,58.67517010530659
Magical Warfare,5.97,"Action, Fantasy",TV,"Media Factory, TBS, flying DOG",Madhouse,8977.0,909,333,113919.0,247067,67.5965457298854
Knights of Sidonia,7.64,"Action, Sci-Fi",TV,"Starchild Records, Mainichi Broadcasting System, Kodansha, KlockWorx",Polygon Pictures,1290.0,996,1442,107862.0,225426,69.36971692968342
Robot Girls Z,6.47,Comedy,Special,"Nippon Columbia, LandQ studios",Toei Animation,6544.0,4492,21,7530.0,20792,43.252999534805014
"No Game, No Life",8.08,"Comedy, Fantasy, Ecchi",TV,"Frontier Works, Media Factory, Movic, AT-X",Madhouse,481.0,16,47444,1484844.0,2305805,94.10167758191491
Nobunagun,6.67,"Action, Sci-Fi",TV,"VAP, Earth Star Entertainment",Bridge,5461.0,2536,134,30350.0,64460,56.406009868601686
Hunter x Hunter: The Last Mission,7.28,"Action, Adventure, Fantasy",Movie,"VAP, Nippon Television Network, Shueisha, Hiroshima Television",Madhouse,2621.0,1289,268,90982.0,171222,67.3523662728985
Sword Art Online: Extra Edition,6.55,"Action, Fantasy",Special,Aniplex,A-1 Pictures,6079.0,721,573,184357.0,307690,72.89812366854609
D-Frag!,7.51,Comedy,TV,"TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, DAX Production, Sony Music Communications, Toranoana",Brain's Base,1691.0,563,2320,195000.0,381253,74.67942450766317
Sakura Trick,6.96,"Comedy, Girls Love, Romance",TV,"Pony Canyon, TBS",Studio Deen,4155.0,879,1508,118915.0,254691,69.40977802295268
Wizard Barristers,6.17,"Action, Fantasy",TV,"Pony Canyon, Showgate",Arms,8008.0,2714,60,23351.0,56948,53.26557141531905
Space Dandy,7.88,"Comedy, Sci-Fi",TV,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Bones,774.0,642,5250,147611.0,341999,72.55246817809817
Wooser's Hand-to-Mouth Life: Awakening Arc,6.56,"Comedy, Fantasy, Slice of Life",TV,TV Tokyo,"SANZIGEN, LIDENFILMS",6011.0,7246,7,3244.0,6395,35.60453085621235
Hozuki's Coolheadedness,7.77,"Comedy, Fantasy",TV,"Starchild Records, Mainichi Broadcasting System, Kodansha",Wit Studio,980.0,1627,1236,43838.0,127549,61.21122181555766
Inari Kon Kon,7.2,"Comedy, Romance, Supernatural",TV,"Kadokawa Shoten, DAX Production, KlockWorx, flying DOG, Kadokawa Media House, KBS Kyoto",Production IMS,3025.0,1359,387,63448.0,160671,63.92183032892629
Little Nemo Pilot,5.86,Adventure,Special,Tokyo Movie Shinsha,TMS Entertainment,9436.0,12740,2,397.0,968,15.167743781445742
Teekyu 3,6.73,Comedy,TV,"DAX Production, Earth Star Entertainment",MAPPA,5171.0,4051,20,15089.0,26282,50.035383823785295
Noragami,7.95,"Action, Fantasy",TV,"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch",Bones,650.0,27,32675,1226988.0,2079087,92.19043290412749
Fate/Kaleid Liner Prisma Illya 2Wei!,7.22,"Action, Comedy, Fantasy",TV,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Tokyo MX, Kadokawa Media House",SILVER LINK.,2931.0,1367,264,84430.0,158478,66.58576502947922
The Nameko Families,6.1,"Comedy, Slice of Life",OVA,"Yomiko Advertising, BeeWorks",drop,8344.0,12646,2,323.0,998,13.6341923683876
Engaged to the Unidentified,7.38,"Comedy, Romance, Supernatural",TV,"Sotsu, DAX Production, TOHO animation, RAY, Ichijinsha",Doga Kobo,2155.0,558,1201,178339.0,383027,73.69340720605193
Bayonetta: Bloody Fate,6.62,"Action, Fantasy",Movie,"Toei Animation, Avex Entertainment, Pony Canyon, Sega, Showgate, Q-Tec",Gonzo,5722.0,2913,106,23735.0,50091,54.06626859240871
Soni-Ani: Super Sonico The Animation,6.07,Slice of Life,TV,"Genco, Pony Canyon, Movic, Half H.P Studio, AT-X, Nitroplus, KlockWorx, Showgate, Good Smile Company",White Fox,8519.0,2147,194,31161.0,84398,55.77907680165039
Haikyu!!,8.44,Sports,TV,"Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha, Spacey Music Entertainment",Production I.G,151.0,36,70904,1164775.0,1870150,92.26223992691557
Daddy Long-Legs,5.46,"Comedy, Drama",Special,"Fuji TV, Meruhensha",Tatsunoko Production,10884.0,12781,0,292.0,957,11.67999213168379
Natsume’s Book of Friends: On a Certain Snowy Day,8.33,"Drama, Slice of Life, Supernatural",OVA,"Aniplex, Nihon Ad Systems",Brain's Base,216.0,2274,106,34612.0,77327,59.67176381726255
Hamatora The Animation,7.26,"Action, Mystery, Supernatural",TV,"TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DAX Production, DIVE II Entertainment, Shueisha",NAZ,2722.0,752,1059,127084.0,295395,70.4130129864697
Sabagebu! -Survival Game Club!-,7.35,"Action, Comedy",TV,"Bandai Visual, Lantis, Kodansha, Banpresto, NichiNare",Pierrot Plus,2292.0,1418,548,55375.0,151347,62.85549283111134
The Irregular at Magic High School,7.41,"Action, Fantasy, Romance, Sci-Fi",TV,"Aniplex, Square Enix, Movic, ASCII Media Works",Madhouse,2045.0,139,10868,566079.0,1021614,84.39718137042395
Black Bullet,7.09,"Action, Mystery, Sci-Fi",TV,"Geneon Universal Entertainment, AT-X, Showgate, NBCUniversal Entertainment Japan","Kinema Citrus, Orange",3599.0,169,3713,477177.0,895523,82.41183940709291
Chaika -The Coffin Princess-,7.22,"Action, Adventure, Fantasy, Romance",TV,"Kadokawa Shoten, flying DOG, Fujimi Shobo",Bones,2941.0,585,835,170280.0,370599,73.06397516398481
JoJo's Bizarre Adventure: Stardust Crusaders,8.1,"Action, Adventure, Supernatural",TV,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",David Production,459.0,115,21180,814543.0,1147954,88.57974894247027
My Mental Choices Are Completely Interfering With My School Romantic Comedy OVA,7.16,"Comedy, Romance",OVA,"DAX Production, Studio Jack",Diomedéa,3231.0,2389,52,37750.0,71222,59.075506939074046
Buddha 2: The Endless Journey,6.88,"Drama, Supernatural",Movie,Tezuka Productions,Toei Animation,4478.0,8674,3,1308.0,3970,27.65715198807625
World Conquest Zvezda Plot,7.05,"Action, Comedy, Fantasy",TV,"Aniplex, Dentsu, flying DOG, Notes, Atelier Musa, Ichijinsha",A-1 Pictures,3773.0,1488,333,53910.0,141933,62.22306846468601
Dragonar Academy,6.43,"Comedy, Fantasy, Ecchi",TV,"Media Factory, AT-X, Sony Music Communications, Tsukuru no Mori",C-Station,6714.0,1040,281,105727.0,215811,67.59285415462517
Witch Craft Works,7.0,"Action, Fantasy, Supernatural",TV,"Bandai Visual, Lantis, Kodansha, Movic, I Will",J.C.Staff,3992.0,671,746,153114.0,324532,71.79694190295939
Love Stage!!,7.19,"Boys Love, Comedy, Romance",TV,"Lantis, Kadokawa Shoten",J.C.Staff,3105.0,884,1591,140649.0,252042,71.2600997168778
Nobunaga the Fool,6.64,"Action, Sci-Fi",TV,"TV Tokyo, Sotsu, Lantis, Media Factory",Satelight,5620.0,1968,165,37757.0,97629,58.38095679385722
"Wake Up, Girls! The Movie",7.17,Drama,Movie,"TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, Toho, DIVE II Entertainment, Good Smile Company","Tatsunoko Production, Ordet",3213.0,4262,20,12272.0,23461,48.711949347874764
Teekyu 2 Specials,6.47,"Comedy, Sports",Special,Earth Star Entertainment,MAPPA,6538.0,5969,0,5830.0,10272,40.89014215706525
Is the Order a Rabbit?,7.49,Slice of Life,TV,"Frontier Works, Sotsu, Magic Capsule, Showgate, Houbunsha, NBCUniversal Entertainment Japan, RAY",White Fox,1742.0,987,2144,88887.0,226805,67.39985152990874
One Week Friends,7.53,"Comedy, Slice of Life",TV,"Nihon Ad Systems, Pony Canyon, DAX Production, TOHO animation",Brain's Base,1616.0,726,1229,143697.0,306197,71.88475355433773
Mushi-shi: The Shadow that Devours the Sun,8.54,"Adventure, Mystery, Slice of Life, Supernatural",Special,"Aniplex, Kodansha, Delfi Sound",Artland,104.0,1558,181,64456.0,133534,65.64353174344978
Psycho-Pass: The Movie,7.71,"Action, Sci-Fi",Movie,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Production I.G,1127.0,854,537,132719.0,262211,71.36900886749223
Tokyo ESP,6.54,"Action, Comedy, Sci-Fi, Supernatural",TV,"Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, Tokyo MX",Xebec,6160.0,1311,188,72361.0,166761,64.24783563909673
Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back,7.35,"Award Winning, Comedy, Sci-Fi",Movie,"Futabasha, Imagine",Shin-Ei Animation,2266.0,7622,14,3320.0,5608,36.868380635844304
The Kawai Complex Guide to Manors and Hostel Behavior,7.67,Slice of Life,TV,TBS,Brain's Base,1200.0,577,2195,189031.0,373798,74.58701109451944
Unbreakable Machine-Doll Special,6.71,"Action, Fantasy, Ecchi",Special,"Genco, Movic, AT-X",Lerche,5294.0,3445,20,16221.0,36871,50.67592611331365
Brynhildr in the Darkness,6.86,"Drama, Mystery, Sci-Fi",TV,VAP,Arms,4574.0,664,1120,164575.0,328671,72.27696089071851
Encouragement of Climb Season 2,7.56,"Adventure, Comedy, Slice of Life",TV,"Earth Star Entertainment, Tokyo MX, Good Smile Company, Yomiuri TV Enterprise, Jinnan Studio, Radio Osaka, TSUTAYA, Ashisuto",8bit,1529.0,3548,156,14645.0,34473,50.83350745001674
Buddy Complex,7.12,"Action, Sci-Fi",TV,"Bandai Visual, Lantis, Bandai Namco Live Creative, Bandai Namco Games, Banpresto, Bandai Channel",Sunrise,3457.0,2139,222,39658.0,85456,59.479100123033774
Uta no Prince Sama Revolutions,7.01,"Comedy, Romance",TV,"Showgate, King Records",A-1 Pictures,3928.0,2666,220,24779.0,58706,54.99237613174069
Persona 3 the Movie: #2 Midsummer Knight's Dream,7.61,"Action, Fantasy, Supernatural",Movie,"Aniplex, Atlus",A-1 Pictures,1370.0,2171,208,44182.0,82306,61.09126061160545
Beyblade: Shogun Steel Specials,6.01,"Adventure, Sports",Special,"TV Tokyo, d-rights",SynergySP,8772.0,8796,0,1462.0,3780,27.43658430771839
KanColle: Kantai Collection,6.83,"Action, Sci-Fi, Slice of Life",TV,"Movic, KlockWorx, flying DOG, DMM.com, Kadokawa Media House, Kadokawa",Diomedéa,4720.0,1045,1353,90283.0,214924,66.69192602382051
When Marnie Was There,8.05,"Drama, Mystery",Movie,"Dentsu, Toho, Disney Platform Distribution, Nippon Television Network",Studio Ghibli,525.0,806,2473,154004.0,281136,73.14109793289549
Nanana's Buried Treasure,7.13,"Adventure, Comedy, Mystery, Supernatural",TV,"Aniplex, Dentsu, Movic, Fuji TV, BIGLOBE, Kyoraku Industrial Holdings, Kadokawa",A-1 Pictures,3422.0,959,359,98390.0,233749,67.88296164917314
Kamigami no Asobi,7.01,"Fantasy, Romance",TV,"Frontier Works, Broccoli, Movic, Showgate",Brain's Base,3947.0,1487,754,63948.0,142498,63.747355921948966
Symphogear GX,7.44,"Action, Sci-Fi",TV,"Starchild Records, Memory-Tech, Bushiroad, MAGES., Kinyosha",Satelight,1937.0,3046,373,20993.0,45629,54.010988996317714
MEKAKUCITY ACTORS,7.03,"Sci-Fi, Supernatural",TV,"Aniplex, 1st PLACE, Tokyo MX, BS11",Shaft,3840.0,486,3684,200755.0,433300,74.33808838016085
Yu-Gi-Oh! Arc-V,6.7,"Action, Fantasy",TV,"TV Tokyo, Nihon Ad Systems, Marvelous AQL, Konami Cross Media NY",Gallop,5336.0,2596,485,32340.0,61892,57.03391778719846
Planet:Valkyrie,5.51,Action,ONA,"Lantis, Infinite",P.A. Works,10756.0,11008,1,523.0,1780,17.143723865598677
Kill la Kill Specials,7.68,"Action, Comedy, Ecchi",Special,"Aniplex, Kadokawa Shoten",Trigger,1187.0,1134,283,111161.0,195361,69.69614702311097
Non Non Biyori: We're Going to Okinawa,7.64,Slice of Life,OVA,Media Factory,SILVER LINK.,1285.0,2556,48,35039.0,63632,58.98652219956995
Captain Earth,6.4,"Action, Romance, Sci-Fi",TV,"Avex Entertainment, Dentsu, Shochiku, Mainichi Broadcasting System, Bandai Namco Entertainment, Good Smile Company, A-Sketch",Bones,6890.0,2501,88,26411.0,66105,54.740684652575666
Hanayamata,7.32,"Comedy, Slice of Life",TV,"TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DIVE II Entertainment, Bandai Namco Games",Madhouse,2421.0,1837,380,39396.0,108686,59.67370968561179
Cardfight!! Vanguard Legion Mate,6.73,Action,TV,"Dentsu, Sotsu, Bushiroad",TMS Entertainment,5192.0,5048,36,7856.0,15563,44.00819870378293
Laughing Under the Clouds,7.48,"Action, Supernatural",TV,"VAP, Nippon Television Network",Doga Kobo,1786.0,1648,756,46131.0,125131,61.33077886972582
The Prince of Tennis II vs Genius10,7.59,Sports,OVA,Nihon Ad Systems,"Production I.G, M.S.C",1409.0,4781,48,8137.0,18122,45.4432230884862
Daimidaler: Prince vs. Penguin Empire,6.13,"Action, Comedy, Ecchi",TV,"Genco, Lantis, AT-X, Showgate, Kadokawa",TNK,8188.0,2456,101,25172.0,68398,53.89894829278416
Rage of Bahamut: Genesis,7.62,"Action, Adventure, Fantasy",TV,"NBCUniversal Entertainment Japan, Cygames",MAPPA,1342.0,533,1664,176666.0,400576,73.90189904356855
In Search of the Lost Future,6.73,"Drama, Romance, Sci-Fi",TV,"Starchild Records, GANSIS",feel.,5175.0,2067,181,33261.0,90485,57.334484596768405
Hanamonogatari,7.93,"Comedy, Mystery, Supernatural",TV,"Aniplex, Kodansha",Shaft,684.0,513,1066,232755.0,414442,76.81633344068581
The Comic Artist and His Assistants,7.1,"Comedy, Ecchi",TV,"Lantis, Magic Capsule, Showgate",Zexcs,3555.0,827,465,128254.0,271735,70.29185005653201
Hi Score Girl,7.77,Comedy,TV,"Square Enix, Warner Bros. Japan, KlockWorx, Good Smile Company",J.C.Staff,979.0,910,2732,129558.0,246937,71.21799239300002
Sword Art Online II,6.7,"Action, Adventure, Fantasy, Romance",TV,"Aniplex, Genco, ASCII Media Works, Bandai Namco Games",A-1 Pictures,5331.0,35,9227,1287086.0,1902495,91.05231416539148
Mushi-shi: Next Passage Part 1,8.7,"Adventure, Mystery, Slice of Life, Supernatural",TV,"Aniplex, Kodansha, Delfi Sound",Artland,52.0,776,1523,113920.0,288271,71.07412462595775
Blue Spring Ride,7.64,Romance,TV,"Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha, BS11, Animatic, Hakuhodo DY Media Partners, Sony PCL",Production I.G,1268.0,174,10090,476310.0,886912,83.08497780723972
